Watch,strike,open_interest.yt,open_interest.td,OI_Dollar.yt,OI_Dollar.td,Date.td,expiry,stkClose,diff_oi,diff_oi_d,totalOI,totalOIdiff,OI_pct,cum_sep_OI,pct
724,635,1406,1408,13309196,12531200,2026-01-05,2026-12-18,683.17,2,-777996,2087828623,-18132763,0.600202519591571,82.7611422683326,-0.0620847165474974
784.14,770,8647,8694,12373857,12293316,2026-01-05,2026-12-18,683.17,47,-80541,2087828623,-18132763,0.58880867254017,83.3499509408728,-0.00655160902070686
730.18,685,2639,2660,11965226,12017880,2026-01-05,2026-09-18,683.17,21,52654,616790460,-7688638.99999999,1.94845426111163,56.8627238495226,0.00438130518860232
713.86,575,860,859,12517300,11928074,2026-01-05,2026-12-18,683.17,-1,-589226.000000002,2087828623,-18132763,0.571314803743832,83.9212657446166,-0.0493982515534362
692.68,495,601,601,11880568,11880568,2026-01-05,2026-03-20,683.17,0,0,1166791798,-16219966,1.01822518982088,80.5953114010491,0
686.45,525,730,730,12261810,11785850,2026-01-05,2026-03-20,683.17,0,-475960.000000002,1166791798,-16219966,1.01010737478633,81.6054187758355,-0.040384019820378
700.87,690,10681,10669,11695695,11597203,2026-01-05,2026-02-20,683.17,-12,-98492,235978181,8165117,4.91452343214731,33.3167226168253,-0.00849273742987857
734.6,670,1782,1783,11918016,11518180,2026-01-05,2026-12-18,683.17,1,-399836,2087828623,-18132763,0.551682253663595,84.4729479982802,-0.034713470357296
686.89,600,1310,1319,11753320,11460791,2026-01-05,2026-02-20,683.17,9,-292529,235978181,8165117,4.85671639277531,38.1734390096006,-0.0255243289926498
686.62,315,294,294,10925628,10925628,2026-01-05,2026-09-18,683.17,0,0,616790460,-7688638.99999999,1.77136786454187,58.6340917140645,0
703.32,695,12759,12774,10666524,10627968,2026-01-05,2026-02-20,683.17,15,-38556,235978181,8165117,4.50379266208515,42.6772316716858,-0.00362778660982043
732.3,660,1479,1458,10712397,10541340,2026-01-05,2026-12-18,683.17,-21,-171057.000000002,2087828623,-18132763,0.504894888587798,84.977842886868,-0.0162272538405935
695.01,430,386,394,10572540,10441394,2026-01-05,2026-09-18,683.17,8,-131146,616790460,-7688638.99999999,1.69285919240709,60.3269509064716,-0.0125602002950947
731.81,690,2448,2450,10318320,10243450,2026-01-05,2026-09-18,683.17,2,-74870,616790460,-7688638.99999999,1.66076660783631,61.9877175143079,-0.00730906091209505
754.33,720,2975,2974,10358950,10209742,2026-01-05,2026-12-18,683.17,-1,-149208,2087828623,-18132763,0.489012454735371,85.4668553416034,-0.014614277226594
698.72,685,7036,7425,9660428,10187100,2026-01-05,2026-02-20,683.17,389,526672,235978181,8165117,4.31696691483523,46.994198586521,0.0516998949652011
720.17,715,19429,19672,10200225,10170424,2026-01-05,2026-03-20,683.17,243,-29801,1166791798,-16219966,0.87165713861146,82.4770759144469,-0.00293016299025488
693.27,690,29416,31072,10325016,10160544,2026-01-05,2026-01-16,683.17,1656,-164471.999999998,1893286815,-26287558,0.536661636234973,94.1302199899385,-0.0161873222536114
693.21,300,253,253,9948213,9948213,2026-01-05,2026-12-18,683.17,0,0,2087828623,-18132763,0.476486091358658,85.9433414329621,0
690.96,525,597,597,9907812,9907812,2026-01-05,2026-01-30,683.17,0,0,192773531,14474848,5.13961224272019,22.1086317083646,0
676.61,250,231,231,9854691,9854691,2026-01-05,2026-12-18,683.17,0,0,2087828623,-18132763,0.472006700714726,86.4153481336768,0
684.62,670,6655,6722,9649750,9827564,2026-01-05,2026-01-09,683.17,67,177814,81316412,3166671,12.085584887833,31.0861625326017,0.0180933952706897
723.92,720,25139,24920,10105878,9768640,2026-01-05,2026-03-20,683.17,-219,-337237.999999998,1166791798,-16219966,0.837222203373768,83.3142981178207,-0.0345225128574702
743.43,695,2005,2003,10115225,9700529,2026-01-05,2026-12-18,683.17,-2,-414696,2087828623,-18132763,0.464622857122311,86.8799709907991,-0.0427498335400059
722.23,660,1498,1507,9665096,9378061,2026-01-05,2026-09-18,683.17,9,-287035,616790460,-7688638.99999999,1.52046142218218,63.50817893649,-0.0306070732532023
688.54,500,490,490,9238460,9238460,2026-01-05,2026-02-27,683.17,0,0,102175354,-2081204,9.04176950539364,9.04176950539364,0
671.01,395,327,327,9025527,9025527,2026-01-05,2026-03-20,683.17,0,0,1166791798,-16219966,0.773533634318537,84.0878317521392,0
687.51,630,1549,1550,9430312,8914050,2026-01-05,2026-02-20,683.17,1,-516262.000000002,235978181,8165117,3.77748907217825,50.7716876586993,-0.0579155378307281
706.16,700,14447,14284,9000481,8798944,2026-01-05,2026-02-20,683.17,-163,-201537.000000002,235978181,8165117,3.72871083365118,54.5003984923504,-0.0229046803798276
692.1,470,396,396,8795160,8795160,2026-01-05,2026-03-20,683.17,0,0,1166791798,-16219966,0.753790009072381,84.8416217612116,0
716.71,710,13141,13083,8896457,8778693,2026-01-05,2026-03-20,683.17,-58,-117764,1166791798,-16219966,0.75237870329973,85.5940004645113,-0.0134147531984545
689.35,500,460,460,8710100,8710100,2026-01-05,2026-01-30,683.17,0,0,192773531,14474848,4.5183070283648,26.6269387367294,0
773.23,765,10448,10459,9277824,8607757,2026-01-05,2026-09-18,683.17,11,-670067,616790460,-7688638.99999999,1.39557233099876,64.9037512674888,-0.0778445534649735
691.22,655,2321,2350,8402020,8511700,2026-01-05,2026-02-20,683.17,29,109679.999999998,235978181,8165117,3.60698602045754,58.107384512808,0.0128857924973857
683.34,660,3615,3615,8397645,8437410,2026-01-05,2026-01-09,683.17,0,39765,81316412,3166671,10.3760234772779,41.4621860098795,0.00471293916023993
685.52,425,413,319,10920133,8310588,2026-01-05,2026-03-20,683.17,-94,-2609545,1166791798,-16219966,0.712259720564131,86.3062601850755,-0.314002450849447
787.73,775,6593,6521,8860992,8301233,2026-01-05,2026-12-18,683.17,-72,-559759,2087828623,-18132763,0.397601264229818,87.2775722550289,-0.0674308262399092
725.05,665,1365,1366,8041215,8202830,2026-01-05,2026-09-18,683.17,1,161615.000000001,616790460,-7688638.99999999,1.32992167226452,66.2336729397533,0.0197023466291513
752.25,735,4884,4690,8840040,8090250,2026-01-05,2026-09-18,683.17,-194,-749790,616790460,-7688638.99999999,1.31166912017413,67.5453420599275,-0.0926782237878928
795.35,785,7584,7601,8524416,7867035,2026-01-05,2026-12-18,683.17,17,-657381.000000001,2087828623,-18132763,0.376804633930914,87.6543768889598,-0.0835614688380058
790.78,780,7209,7216,8340813,7778848,2026-01-05,2026-12-18,683.17,7,-561965,2087828623,-18132763,0.372580771922869,88.0269576608827,-0.0722427022613117
737.92,705,2350,2357,7783200,7759244,2026-01-05,2026-09-18,683.17,7,-23956,616790460,-7688638.99999999,1.25800324473242,68.8033453046599,-0.00308741418622742
