Watch,strike,open_interest.yt,open_interest.td,OI_Dollar.yt,OI_Dollar.td,Date.td,expiry,stkClose,diff_oi,diff_oi_d,totalOI,totalOIdiff,OI_pct,cum_sep_OI,pct
523.17,530,3293,3293,2249119,2249119,2025-12-26,2026-09-18,690.38,0,0,299497056,0,0.750965311659023,89.3208836750636,0
634.41,635,38072,38072,2246248,2246248,2025-12-26,2026-01-16,690.38,0,0,147053251,0,1.52750652211014,67.6630454093123,0
677,725,459,459,2203200,2203200,2025-12-26,2026-09-18,690.38,0,0,299497056,0,0.735633274471987,90.0565169495356,0
689.75,700,2144,2144,2197600,2197600,2025-12-26,2026-01-09,690.38,0,0,32811450,0,6.69766194422983,44.2714601152951,0
499.5,505,3991,3991,2195050,2195050,2025-12-26,2026-09-18,690.38,0,0,299497056,0,0.732912045719742,90.7894289952553,0
632.36,655,967,967,2189288,2189288,2025-12-26,2026-09-18,690.38,0,0,299497056,0,0.730988153686559,91.5204171489419,0
513.65,520,3427,3427,2176145,2176145,2025-12-26,2026-09-18,690.38,0,0,299497056,0,0.726599796693828,92.2470169456357,0
638.35,640,13151,13151,2169915,2169915,2025-12-26,2026-01-30,690.38,0,0,103571890,0,2.09508101088046,71.9262021770579,0
644.19,645,26545,26545,2150145,2150145,2025-12-26,2026-01-16,690.38,0,0,147053251,0,1.46215400569417,69.1251994150065,0
651.93,653,20000,20000,2140000,2140000,2025-12-26,2026-01-16,690.38,0,0,147053251,0,1.45525514427423,70.5804545592807,0
687.14,715,766,766,2134076,2134076,2025-12-26,2026-03-20,690.38,0,0,429293910,0,0.497113038477532,95.1641231062421,0
689.91,701,1915,1915,2123735,2123735,2025-12-26,2026-01-09,690.38,0,0,32811450,0,6.47254235945074,50.7440024747459,0
649.55,650,44405,44405,1998225,1998225,2025-12-26,2026-01-09,690.38,0,0,32811450,0,6.09002345217904,56.8340259269249,0
